pc1,pc2,cluster,target
0.7335698117315916,1.8970656147853873,2,0
2.9218285470241065,3.5810684383585314,2,1
3.136428967375209,1.9159449883485034,2,1
-0.6552909204287097,-0.263607594807408,1,0
-2.6219268868297516,1.7109810184685377,1,0
-2.2659978817571655,0.5322852612176274,1,0
1.3220409226236252,3.4467659132356463,2,1
-0.9548633996217124,1.0720428494736511,1,0
1.2108378780845563,1.2983605412187298,2,1
2.8853997534007565,1.067959026796667,2,1
0.22159571135062853,-0.7392045951901615,0,0
-1.3838388660020438,2.1009017017151606,1,0
1.3634659534207954,1.953735707110076,2,1
-2.1241586644690136,-0.738032038833583,1,0
-0.2701546122900254,0.7704973994216862,1,0
-1.1236623521174223,0.7420898862332103,1,0
-0.6551081798933431,-1.4391519069827152,1,1
-0.9070751384968906,0.4832353062255594,1,0
-2.106123720783321,0.5300872189192427,1,0
-2.387629971340549,0.40593793933518896,1,0
-0.03495659520846724,1.3014191637203056,1,0
-2.081530647454992,3.6212125908863424,1,0
-0.9789896984806776,1.5354636966295065,1,1
0.6636379725861039,2.6904173226692927,2,1
2.9148598213905923,1.69384909901517,2,1
-1.4163641556536448,0.3232055629194278,1,0
-2.560182317090816,1.1693543850542623,1,0
0.12191855853171406,0.9205368060827842,1,0
-1.255333117561016,0.36861477065839654,1,0
1.758510354430724,-0.8565041689534608,0,1
-1.222376801907969,3.1191256888078454,1,0
1.5856286260373826,1.797711587229822,2,1
-1.4759132682981868,0.9808991602565339,1,1
0.19996114242916657,-0.6680445585179571,0,0
-1.406646186650295,-0.013599515663688697,1,0
-1.984895931139835,-0.08567968509124672,1,0
2.0129999776704532,-0.46464524507382154,0,1
2.1898433245605395,1.0978590713074277,2,1
1.769811962442692,0.025574905706078795,0,1
0.9673880183791881,1.1720497166386772,2,0
1.9575438784631582,2.999901783838143,2,1
-1.092708146135055,-0.5354066745448077,1,0
-1.2946627949914125,3.34638574924189,1,0
-0.5678488629773356,1.7204951231761771,2,0
-1.7444391331561706,2.360906676276783,1,1
0.5833073434576704,1.2583579634563877,2,1
-1.2209883233459633,-0.46468969927079623,1,0
1.4535873157926134,0.4874209810197804,0,1
-1.0315239323439909,4.574393875989836,2,0
0.138093127127179,1.4463643601392784,2,0
-3.167233856943026,0.6417780305282799,1,0
0.141355005265182,-0.5875692022855,0,0
-1.4399553882523697,1.4317009622047185,1,1
-2.8176718464923662,1.1921898418554955,1,0
1.4191006809899913,0.3770055094948318,0,1
2.6387668758765024,0.7578333967165829,2,1
-0.18639881917476794,-0.17494242423273626,1,1
-1.000594761103075,-0.41493196332256516,1,1
-0.21411554615319228,1.2804783234697512,2,0
-0.3703831606863184,1.8374886547083151,1,0
0.7928875711659401,-0.3421008252974852,0,1
0.15810599822587554,0.925040626694048,1,0
3.025352828260564,2.226575382967225,2,1
-2.204958010644608,1.9631609446440101,1,0
1.2962498432897558,-0.6913040859847313,0,1
2.9419037497760914,2.253709758449465,2,1
0.2896579250146339,1.6368353112516638,2,1
-0.23627932322389003,1.138098022867733,1,0
3.302851624471149,1.0768506969217302,2,1
0.05212828850794003,0.35197863146494657,1,1
-1.2481117499410035,1.5831853444280808,1,0
0.9886910040981024,1.6911443361400698,2,1
2.9859041375433164,0.38664341236039956,2,1
0.22267332216914354,2.2579966972881964,2,1
-1.7396666117587258,1.2862237234637446,1,1
-1.1987303765538124,3.0541725969946754,1,0
2.5363125116400207,1.2986956995194228,2,1
-1.1398793973833004,2.8723975714633525,1,0
-2.0340438358615973,1.009504010218321,1,0
1.7586431598342516,0.7077429757741895,0,1
0.8461895975826674,0.5529204884958625,0,0
-0.8800758835304511,1.3734301958164972,1,0
-2.5050141806497432,1.324463110793772,1,0
2.3533030795247294,2.4375917744942885,2,1
-2.6089805712515095,0.512796006224542,1,0
-2.207496371653797,1.217650017365096,1,0
-1.7641249301320463,1.2002267812281222,1,0
-0.8441814146412664,0.8412900281484522,1,0
-1.6670511345491494,1.8038836933039968,1,0
-1.8879680854903313,1.8108928600140093,1,0
-0.2655757456629783,1.3771051690133187,1,0
3.783980370692948,3.6421359616982625,2,1
1.3142346017545943,1.5196775446980422,2,0
-2.2522524080385953,-0.34472572133497564,1,0
-1.9904489927392064,2.349998883347229,1,0
0.3823898441064991,-0.07110034827217071,0,1
1.8200625734705866,0.7311674212382078,2,1
1.3424120174473713,2.8953204042549987,2,1
-1.6356380914564816,0.9415030629539729,1,0
-1.9294655220967103,1.0688683310714255,1,0
-2.1230894006418684,0.9935372025097989,1,0
-3.388769725364278,0.5664465437074349,1,0
-1.4400435141284686,2.680740398588116,1,0
-0.7763696415074992,3.6182681072651897,2,0
1.0289674014239165,0.7954253587331523,2,1
-1.6916520085330566,-0.49758836104628457,1,0
0.801656485820449,0.07855300828604955,0,1
0.23309261838578355,0.8977056927306883,2,1
2.649318286457975,0.3224947075348765,0,1
-0.014601928134639584,-1.6377510440418843,0,1
1.2847464390390473,1.2891859649787383,2,1
1.3320543626794992,2.474025282909181,2,1
-2.0161245764095654,0.3883486456783695,1,0
1.6458262460940238,1.8065516023172645,2,1
0.8896084416762273,0.39543601351702384,0,1
-1.041454634231688,-1.3527209372312559,1,0
-1.2130801729152434,2.4228501218924796,2,0
-2.2310898305278113,0.3214781282547519,1,0
2.6989783755708494,3.993890586801097,2,1
2.127680229273769,1.5530833150669587,2,1
1.1327342419168238,2.371263555768925,2,1
2.0481313988290553,4.3571610871272926,2,1
-0.10805264997943322,-0.637246555126266,0,0
4.079661044268149,-0.6464012829336643,0,1
-0.8192475707947178,3.623448704449696,2,1
-2.3636709932950444,1.4277800560129463,1,0
4.177187287491725,3.952919611541983,2,1
2.305785599132102,-0.36001431653254473,0,1
-2.779975524544449,-0.15381123328368476,1,0
-1.6863104861777476,0.7983272585655694,1,0
-0.18541777150263297,0.12753117356738675,1,0
-0.23178286939903095,-0.5540790021648723,1,0
-3.515894126138767,0.7112671619151982,1,0
-0.8055078701622735,1.4339298684504966,1,0
-2.209688645330239,-0.13900344590660965,1,0
-1.508237950901625,1.9449212327672205,1,0
3.4144748669664193,-0.6645204140640565,0,1
0.9615634339169651,1.0882266881785285,2,1
1.0990762113163868,-1.889753948015618,0,1
-0.3363687512984448,2.1846554600589903,2,0
-1.1035326368403149,0.49884090248455903,1,0
-0.6485166599562813,1.193517443108044,1,1
-2.387318267915319,1.1645779359284179,1,0
1.6073427617869833,-0.32332456415907695,0,1
0.6765112282582125,0.054457674315968825,0,0
-2.1285947297750716,-0.3254538897662826,1,1
2.33130430349791,3.532428584118453,2,1
-2.7337476270495116,-0.2790550065385014,1,0
-2.6168304460959857,1.356782156415089,1,0
-2.1874522343881733,1.5185569856831935,1,0
-0.921583637851374,0.8769444970867941,1,0
-1.0971141662868962,0.5508427885210379,1,0
-0.4399142027483525,2.33295071473428,1,0
1.9246577271350018,1.2702823687493643,2,1
2.8912640641769025,1.2644106194757614,2,1
2.079627259231349,3.7048664285969446,2,1
0.5046113266053894,-0.0795417240529736,0,1
-0.15069122919903546,2.138819886055483,2,1
0.9782720035681854,2.1957054955016004,2,1
-0.01797211370027093,0.7274704659519027,1,0
-1.619757135406241,-0.325459992304946,1,0
1.0120812687536909,4.071497578902476,2,1
-1.376231504425772,0.3337604072856111,1,0
-0.4391188554166637,1.119108362804695,1,0
-1.5484904189348792,2.267126559753466,2,0
0.267804316894053,-0.5892046672331478,0,0
-1.931473372818763,0.2572805763908176,1,0
-1.1210784790423538,3.5582103083368146,2,0
-0.24041281019909758,-0.1838184475837233,1,1
-2.208653140169536,-0.4957900526914442,1,0
3.1295232575883736,0.8859281502333265,2,1
1.2985370932609794,0.1463324033927591,0,0
0.3599947002997444,0.7943558440286715,0,1
-0.6011373519454992,2.469578490043759,1,0
1.956100093352381,2.209974088141387,2,1
2.8377659859239857,-0.23160659907513265,0,1
0.3621327397183662,1.7917049223871009,2,0
2.7201813674219957,0.8015709573479181,2,1
-1.3891496243784591,1.0881137810249313,1,0
-0.8678597909935984,4.218442618022723,2,0
-0.2338554231687863,0.08064236401874414,1,1
1.6544858083549332,2.7865308434532676,2,1
-2.18947087663639,2.8558252453110966,1,0
1.5289555182270516,1.5063958345146646,2,0
-1.3482722460975274,2.5145134249935817,1,1
-2.033042649261111,2.538171520369797,1,0
-0.5904969557342996,-0.5505029867107549,1,0
1.831826623700901,1.7250732719810942,2,1
-1.073459091061292,2.4166511456720077,1,1
1.8373028843157855,3.1005231528351707,2,1
-1.9529541828383528,-0.045395990835988026,1,0
3.486047234723837,1.587051358192873,2,1
1.116817284305405,0.4883514910201595,2,1
1.4520062760272512,3.610668997967769,2,1
0.003843429856587068,1.7197359244320796,1,0
1.5903860034707962,2.2918466781838096,2,1
-0.1639688062707784,3.3167125788451393,2,0
-0.3450848581584743,1.0467922918238386,1,0
-2.5706633329322974,0.806679871464749,1,0
-1.482396679301978,1.8801853680951994,1,1
-2.0406978727821823,1.4287009157786341,1,0
-0.17528916224209803,1.7463401497392714,1,0
-0.2548006747812947,1.1252625557634774,2,0
-0.6813376946934592,0.5507200582326175,1,0
-1.1893739138502692,-1.30585810699063,1,0
1.6144700803201115,1.9123065012282348,2,1
3.0049830074085513,1.8666303203644687,2,1
1.7996064574224002,-0.1287198086310236,0,1
-2.1317555436259648,0.37861863975813637,1,0
0.5319149993253312,0.9525021081117034,0,1
-3.0619644731126043,0.016208925401985565,1,0
-0.14783872267448092,-0.6389167818432316,1,1
-1.011967616124594,0.8381587687309433,1,0
2.1728972638725037,2.800676287826286,2,1
-1.381013666043922,0.47112908487919,1,1
-0.5813163056082123,0.5550588663116958,1,0
-3.3355233465071,0.22580569599537845,1,0
-0.38915244331027016,1.0661226061704006,1,0
0.6783600859667176,2.219489087301139,2,0
-1.411293450300415,1.770717268178025,1,0
-2.045568525215366,1.279571726404933,1,0
-2.478524660186691,1.7291802614539225,1,0
-3.3739522042899717,-0.20047728551436553,1,0
2.8375595544633945,0.15864789142209873,2,1
0.5411015902662966,2.0443011027151146,2,1
-3.695295514104436,0.2442678612673814,1,0
-1.4601214796300803,-0.5303469032828668,1,0
-1.626971468298747,2.3026280631788527,1,0
1.085337844914323,0.7204100913172335,0,1
0.6448951989938214,1.7659288948996725,2,1
-1.7032151804787854,1.404553275726001,1,0
1.858237856391462,1.9850398168791772,2,1
-0.22466954517850962,2.5628883079655234,2,1
-0.14151162172070017,2.94965140469434,2,0
-1.7360041158782764,1.630818303690639,1,0
2.325790845147145,2.419521718242182,2,1
3.127372042204963,0.6553362128294475,2,1
-0.3323885710186221,0.17420666567479337,1,1
-2.3906922344886117,0.4200427507408284,1,0
-2.803853927553658,-0.04581064407426563,1,0
-2.714256450176466,-0.4495082113060413,1,0
-3.271365366447344,0.5482742818907298,1,0
-2.122967413048308,0.5945333820535245,1,0
-0.21438135008160644,1.9534638364751657,2,1
-0.7977868254945524,1.082430622602905,1,0
1.1943272484328264,-0.3494864537773265,0,1
-0.4505374165802411,-0.19198767159001762,1,1
0.9539465265827851,0.9503940395914338,2,1
-0.009499055780915054,0.7130073205373555,2,1
-1.189974168719462,2.3234645772079725,2,0
1.5572622050011022,-1.0768079124046923,0,0
1.9752508625921454,-0.0957607771771366,0,1
2.2299258907925763,-0.3660981805297861,0,0
-2.1265228950266764,1.8933824716522643,1,0
-1.4372420711168201,-0.23537271397586004,1,0
-2.4552906609088336,-0.19181117848302312,1,0
-0.7511448102265188,2.0016243583331312,1,0
0.24043770573008502,1.5694418385008428,1,0
-1.0201228363777624,2.1801422312840932,1,0
-1.036641300702411,-0.4054492787828891,1,1
-1.6965326235517886,0.4879146837886018,1,0
-1.5169080451321124,4.5079496257659475,2,1
-2.5707323101796717,1.6064975879655783,1,0
-2.3679095546420443,-0.22604821808532197,1,0
2.580941719428677,1.9757643723728424,2,1
1.301863778699612,-0.9000306873374615,0,1
1.1701538846621462,-0.03005208369594416,2,1
1.0857398987125335,1.1103036351327786,2,1
-1.2243142590494975,-0.7465178631326921,1,1
-1.9726735494400194,-0.46040726349942335,1,0
2.029268433376876,1.5426157492601154,2,1
1.1476316158816613,1.7113285893791101,2,0
2.2627364312027316,0.33689855278237324,2,1
0.2139415835094519,0.4388909737806154,0,0
-1.6210221370345839,1.9527854385502748,1,1
-0.21160298421337767,1.2275113413881804,1,0
-0.747936941335892,2.776829817388677,1,0
-2.0510467050853736,-0.20403942261645516,1,0
-1.5303440548413976,2.443780263645841,1,1
-0.5324642187198406,0.1878974552549019,1,0
2.080388493278651,0.2069020154331454,0,1
-2.3695008590134052,0.15207318742456663,1,0
1.829265917181733,0.7240669959140775,0,1
-3.085416189941324,-0.5100755077326583,1,0
0.02870879676308811,0.3895479424261633,1,1
2.6914624498717106,2.1857276295613217,2,1
2.733173581321632,3.9145208801872995,2,1
-0.47471740961990877,-0.8349045816505499,1,0
-1.2664373582433839,0.7071408723872756,1,0
-1.4255530269782197,-0.447798192866899,1,0
0.686727283360162,0.9131918959108964,2,1
-2.44054680131984,1.478781241843254,1,0
1.9045830855837527,-1.5356844428372098,0,1
2.9957331945571304,2.6352123875118774,2,1
0.186432830353871,0.14422512968887788,0,1
-2.998192965219422,-0.3734111526033474,1,0
2.627731467345668,2.5402830635976583,2,1
1.1284043544135416,-0.5397969761609775,0,1
-1.0280368975938095,-1.1804475905257432,1,1
2.726857891905685,2.2104335085625966,2,1
2.35679250753736,-0.744676773632248,0,1
-1.905644542829646,2.3795411953516785,1,1
-2.3949418346413687,-0.362657666978413,1,0
-2.1330329824059664,-0.6144789195674016,1,0
-2.0795631699721424,-1.6288061752675511,1,0
-2.031668413210272,-1.3765718367725677,1,0
-2.5100604235787753,0.19329405798605404,1,0
-2.398708179972339,-0.8643455485760101,1,0
-2.616984236289978,-1.2835572599970673,1,0
-2.447637925622768,-1.5246527142163924,1,0
-1.8656191658863561,-1.465136647302867,1,0
-2.019411881070642,-1.220770777669478,1,0
-2.6755632815426784,-0.8621017370007633,1,0
-1.6457824009250062,-0.5851992164597787,1,0
-1.9376223000048165,-1.8491390856294823,1,0
-2.9799084644299305,-0.34406061189278664,1,0
-1.0965376735222807,-1.1432018271852054,1,0
-2.129118235495356,0.03612260918293945,1,0
-1.7520028926893623,-0.9454265944758756,1,0
-2.0862454517056253,-1.4804539607010818,1,0
-2.257777703550224,-0.3354810658223855,1,0
-1.6059702445186828,-1.3276377623991482,1,0
-1.2580622454243195,-1.292444631499163,1,0
-1.8137983502131938,-0.9851748430844336,1,0
-1.452263304269717,-1.022351059385166,1,0
-1.6093856314625505,-0.37541554648067293,1,0
-0.6812785786057344,-0.9892351575630294,1,0
-1.0992684357685407,-1.5375698438135144,1,0
-1.6870258516681804,-0.9633320175595432,1,0
-0.9706648319509092,-1.1846233953946141,1,0
-1.7828156014447596,-0.9095842851739911,1,0
-1.4962371372720136,-0.9784585041430076,1,0
-0.7134721744432442,-1.1619166764212732,1,0
-2.0845922763675286,-0.4520838173527147,1,0
-1.2309425074751115,-0.10000598494506438,1,0
-0.4617038596674821,-1.2902895494322115,1,0
-1.4634466390149683,-1.5023309499061912,1,0
-0.9874420314338435,-1.4912650323476366,1,0
-0.20040560773750038,-0.8513404961094183,1,0
-1.6285548970609538,-0.9849764964996498,1,0
-0.5874932431984721,-0.30639739291087686,1,0
-0.6237579080623828,-1.6614142950870776,1,0
-0.6027389803629353,-1.2661982119359785,1,0
-1.5009371859256968,-1.0923919942192497,1,0
-1.7802170481581592,-0.7767232603565151,1,0
-0.8310952566572195,-1.4499736125387588,1,0
-1.3822288091366461,-1.0371394518733514,1,0
-1.5643303079341202,-0.9422737263534249,1,0
-1.884014501568297,-0.3524379445816524,1,0
-2.360218585763039,-0.669861058002225,1,0
-1.8958839169043162,-0.6327004754206016,1,0
-1.6670623496811403,-0.4986914352938159,1,0
-1.914072294115208,-0.9681959012035428,1,0
-1.4114484576000335,-1.1761405235392983,1,0
-0.6751407110623701,-1.5686468494338728,1,0
-1.272747400118335,-0.5009858375373912,1,0
-1.4378401609871934,-1.3854733466421514,1,0
-1.5217072259839035,-1.343773699194269,1,0
-1.0075508930480184,-0.9107989171061562,1,0
0.3065278182136503,-1.140875011853472,0,0
-0.5277821502328103,-1.1884326730716934,1,0
-0.9588293022206973,-0.6709910973793575,1,0
-2.364948112846902,-0.9509780172164953,1,0
-2.118881334923898,-0.7095374818498014,1,0
-2.219233873913897,-0.041804976614042914,1,0
-2.2759718776623172,0.07213790331145933,1,0
-1.4302045163587747,-0.838135380760772,1,0
-1.6340052552664177,-0.48705100873938145,1,0
-2.1890084515358676,0.2619973828146921,1,0
-1.0118011542945629,-1.1455014982006262,1,0
-0.40660733756569084,-0.5898359031568752,1,0
-0.8867927176020706,-1.2177952506929743,1,0
-1.0550014249248685,-1.245093423581661,1,0
-0.8620850091164572,-0.31436682832516466,1,0
-2.0822156599419164,-0.3740724644167295,1,0
-1.7536967774211227,0.24456045780128832,1,0
